REGION,DIVISION,STATEFP,STATENS,GEOID,GEOIDFQ,STUSPS,NAME,LSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,RegionID,SizeRank,RegionType,StateName,31/01/2009,28/02/2009,31/03/2009,30/04/2009,31/05/2009,30/06/2009,31/07/2009,31/08/2009,30/09/2009,31/10/2009,30/11/2009,31/12/2009,31/01/2010,28/02/2010,31/03/2010,30/04/2010,31/05/2010,30/06/2010,31/07/2010,31/08/2010,30/09/2010,31/10/2010,30/11/2010,31/12/2010,31/01/2011,28/02/2011,31/03/2011,30/04/2011,31/05/2011,30/06/2011,31/07/2011,31/08/2011,30/09/2011,31/10/2011,30/11/2011,31/12/2011,31/01/2012,29/02/2012,31/03/2012,30/04/2012,31/05/2012,30/06/2012,31/07/2012,31/08/2012,30/09/2012,31/10/2012,30/11/2012,31/12/2012,31/01/2013,28/02/2013,31/03/2013,30/04/2013,31/05/2013,30/06/2013,31/07/2013,31/08/2013,30/09/2013,31/10/2013,30/11/2013,31/12/2013,31/01/2014,28/02/2014,31/03/2014,30/04/2014,31/05/2014,30/06/2014,31/07/2014,31/08/2014,30/09/2014,31/10/2014,30/11/2014,31/12/2014,31/01/2015,28/02/2015,31/03/2015,30/04/2015,31/05/2015,30/06/2015,31/07/2015,31/08/2015,30/09/2015,31/10/2015,30/11/2015,31/12/2015,31/01/2016,29/02/2016,31/03/2016,30/04/2016,31/05/2016,30/06/2016,31/07/2016,31/08/2016,30/09/2016,31/10/2016,30/11/2016,31/12/2016,31/01/2017,28/02/2017,31/03/2017,30/04/2017,31/05/2017,30/06/2017,31/07/2017,31/08/2017,30/09/2017,31/10/2017,30/11/2017,31/12/2017,31/01/2018,28/02/2018,31/03/2018,30/04/2018,31/05/2018,30/06/2018,31/07/2018,31/08/2018,30/09/2018,31/10/2018,30/11/2018,31/12/2018,31/01/2019,28/02/2019,31/03/2019,30/04/2019,31/05/2019,30/06/2019,31/07/2019,31/08/2019,30/09/2019,31/10/2019,30/11/2019,31/12/2019,31/01/2020,29/02/2020,31/03/2020,30/04/2020,31/05/2020,30/06/2020,31/07/2020,31/08/2020,30/09/2020,31/10/2020,30/11/2020,31/12/2020,31/01/2021,28/02/2021,31/03/2021,30/04/2021,31/05/2021,30/06/2021,31/07/2021,31/08/2021,30/09/2021,31/10/2021,30/11/2021,31/12/2021,31/01/2022,28/02/2022,31/03/2022,30/04/2022,31/05/2022,30/06/2022,31/07/2022,31/08/2022,30/09/2022,31/10/2022,30/11/2022,31/12/2022,31/01/2023,28/02/2023,31/03/2023,30/04/2023,31/05/2023,30/06/2023,31/07/2023,31/08/2023,30/09/2023,31/10/2023,30/11/2023,31/12/2023,31/01/2024,29/02/2024,31/03/2024,30/04/2024,31/05/2024,30/06/2024,31/07/2024,31/08/2024,30/09/2024,31/10/2024,30/11/2024,31/12/2024,31/01/2025,28/02/2025
4,8,56,1779807,56,0400000US56,WY,Wyoming,0,G4000,A,2.51E+11,1868053273,42.9896591,-107.5443922,62,51,state,,145011.4679,144828.604,144508.5681,144152.4469,143938.251,143692.2753,143387.2422,142834.1791,142183.9102,141523.7262,140823.1394,140283.4693,139798.237,139545.9374,139395.0047,139445.5029,139765.1947,140134.8365,140307.962,140207.8865,139904.9352,139566.0161,139132.3472,138793.7674,138591.5604,138414.6886,138162.7992,137847.4529,137527.5728,137169.4362,136904.5211,136765.7787,136730.8317,136677.4924,136694.7429,136838.1359,137133.1609,137472.7771,138013.7419,138616.1994,139584.1841,140670.2189,141804.7585,142552.9254,143112.8335,143479.88,143845.0476,144075.3358,144452.0556,144739.2674,145073.0675,145454.6135,145935.3524,146273.7108,146122.6756,145896.5619,145919.5216,146165.1557,146258.0228,146263.288,146359.1306,146654.6382,146924.8185,147282.8275,147842.922,148243.4452,148646.9991,148951.9217,149387.1015,149598.024,149767.9211,150182.0518,150818.6663,151764.3736,152714.8274,153780.3537,154617.3638,155390.8658,156231.3846,157207.0767,158239.904,159173.2368,159746.8853,160068.1081,160267.9197,160625.8664,160864.9984,160877.1542,160738.1367,160642.5878,160296.4113,159779.6387,159166.9285,158850.7367,158838.8122,158969.4326,159057.1832,158946.5847,158762.229,158738.1898,158706.7556,158761.7425,158829.3581,158979.6244,159226.708,159589.4505,160006.2563,160376.9243,160519.1155,160494.5378,160513.9216,160506.3634,160624.6541,160582.5234,161015.3596,161640.9018,162582.5184,163247.335,163868.3585,164263.722,164800.6749,165482.0513,166488.8714,167494.7472,168323.9666,169146.3693,169914.0905,171005.7053,171860.2086,172792.8542,173648.6742,174744.5436,175610.1951,176311.5152,176998.4292,177899.979,178709.2464,179221.1735,179731.6348,180576.3774,182027.718,183605.5652,185444.3436,187078.7874,188655.8377,190254.1959,192242.6055,194557.8556,197046.4245,199595.1582,202247.6548,204585.3197,206527.5818,208373.4148,210584.9521,212733.106,215053.3194,216987.3317,219382.5811,221757.9658,224271.4855,226844.9475,228899.47,230039.4431,230581.2248,231481.4783,232924.9786,233933.9809,234365.6794,234335.3437,234884.2746,236025.9888,237813.5387,239741.3333,241144.9355,242557.5299,243632.7788,244572.4766,244964.0682,244854.1851,244897.2105,245181.2964,245977.7206,246892.6885,247743.4781,248345.6996,248796.9401,249893.4337,251410.251,253271.4295,254794.2666,256694.698,258502.5071,260307.3291
4,9,15,1779782,15,0400000US15,HI,Hawaii,0,G4000,A,16634423916,11777375352,19.8281671,-155.4950421,18,40,state,,380610.3667,377181.2347,373265.6029,369415.3494,364218.5765,358344.3729,351611.2392,346095.8527,339386.8356,333874.699,329037.1094,328075.2008,329735.941,333811.4906,337623.1871,339919.4261,340383.3686,341424.0412,343021.8325,345019.7361,346410.0724,347403.8562,349593.5803,351160.5362,352054.6805,352676.4059,352767.595,350508.534,346131.6412,341953.6552,339844.7706,338337.528,336803.8509,335294.2549,333413.3967,332699.0613,333068.5005,333469.8675,332675.3341,329993.0122,327657.9757,325862.0754,326475.6392,328561.0524,332031.7313,335728.7118,340323.8808,344359.4495,347153.7156,348183.613,348867.9025,348946.1246,349439.1478,350043.5747,352130.7251,355840.6139,362263.7603,369261.172,374941.3502,378321.1697,380262.409,382046.6029,383907.9162,386056.4496,389097.4953,392044.3098,395139.9317,397597.4708,400653.3975,403288.6341,405804.0907,407743.1808,409775.5392,411704.4784,413350.0953,414574.4692,416138.2504,417147.1744,418512.8801,420051.844,422825.8623,425881.3372,428074.55,428691.4157,429176.0059,429927.3929,431846.5868,433689.1112,435780.6235,437245.0811,439145.0933,441345.9479,444171.8188,446702.2199,448834.3029,450577.544,451976.2357,453074.8804,454868.2357,457247.8939,460189.9793,462391.1576,464182.0173,465894.1601,468161.0335,470602.0739,472364.5201,473238.5746,473759.675,474332.5075,475773.5386,477854.1737,480923.1992,483259.2563,484915.2554,485465.3121,486170.2227,486549.4052,486332.2704,486146.1496,486119.7702,486377.5945,486776.8938,487787.6589,489179.9923,490238.0859,490651.565,490194.9536,489290.4385,488148.8391,487842.7812,488016.1418,489186.328,490806.1629,492347.2113,493278.2412,492575.3538,490973.164,489442.3687,489607.8859,491374.2964,493724.2662,496696.9002,499922.0803,502487.1554,504838.367,507424.555,511752.4377,517718.7122,525128.8288,532870.3761,539504.5763,545439.5539,551507.9554,558229.1757,565041.9493,573688.9582,584188.434,596998.3397,608465.7368,618598.6227,625841.7262,629979.5501,630184.3976,627747.566,625735.1227,624254.3514,622869.4066,618663.0417,614088.999,610867.6804,611974.6888,614844.8067,617390.0889,618434.4967,618489.3761,618378.414,618556.8974,619006.712,618759.7732,617940.8675,617029.3566,618242.4684,620001.2003,621018.1994,619437.4301,617246.7975,616068.4205,616533.1419,617149.188,616463.5279,615112.8103,612863.0306,610936.465
2,4,38,1779797,38,0400000US38,ND,North Dakota,0,G4000,A,1.79E+11,4414747947,47.442174,-100.4608258,37,47,state,,108886.4024,109047.2869,109167.2433,109307.2169,109232.0116,108913.7653,108498.3179,108431.7457,108781.6692,109353.5473,109658.9856,109855.468,109920.3963,109954.9644,109762.8737,109666.4752,109695.2941,109855.0132,110147.9602,110543.5328,111084.2422,111604.5922,112056.2143,112445.8303,112592.5153,112749.3496,112918.9574,113263.8042,113217.6889,112837.8935,112335.3884,112158.1108,112153.6904,112272.4931,112438.9058,112611.1673,112885.8287,113239.4981,113858.798,114403.363,115088.7172,115998.8563,117141.2979,118411.8225,119714.122,121168.647,122568.6633,124018.4947,125495.3336,126723.2755,127834.1729,128644.1639,129642.8058,130560.8542,131410.3955,132372.3145,133389.6528,134625.0276,135745.0187,136790.2347,137404.769,137802.2958,138115.7914,138685.959,139499.9558,140340.4657,141389.3201,142453.2427,143590.9888,144637.4686,145661.6328,146853.0431,147855.9619,148865.4754,149616.7574,150528.1561,151466.1312,152320.2752,153091.3599,153696.2649,153996.0928,154233.3727,154327.3057,154812.8324,155122.4818,155399.5532,155106.8058,154927.9822,154754.7706,154884.8878,154716.3161,154174.8463,153548.4338,153037.7693,152843.732,152785.8411,152612.0266,152354.0929,152020.5427,151827.9786,151787.5516,151759.3338,151847.9656,151750.6972,151638.1098,151458.8802,151314.5734,151164.6894,150948.6774,150765.2791,150708.6669,150554.4736,150510.5245,150323.9046,150397.628,150354.666,150268.1618,149936.2164,149602.3437,149313.0528,149449.0984,149978.9435,150714.5985,151163.4179,151392.3168,151683.1081,151999.2448,152197.3889,152197.7968,152366.8478,152680.1802,153180.5702,153433.5551,153662.1783,153881.4765,154205.0282,154321.3558,154245.9531,154272.8141,154504.7872,155168.9683,155492.0014,155706.9947,155632.8922,155644.4391,155791.9414,155935.6134,156484.2839,157528.4294,159055.0029,160773.775,162150.9776,163203.2152,163941.023,164610.7994,165107.0524,165840.0408,166478.2879,167368.3106,168338.903,169671.808,171211.4518,172390.1738,173133.2764,173216.618,173381.24,173918.2095,174705.6315,175137.8485,175233.5497,175313.1977,176010.8186,177166.3622,178757.5803,180087.7557,181034.5828,181475.9517,181733.1788,181852.9073,181586.332,181302.2019,181241.4107,181791.1015,182712.0067,183545.4427,184199.1099,184582.1597,185021.7441,185508.5237,186237.8298,187081.1702,188192.594,189268.0185,190099.8129
3,6,21,1779786,21,0400000US21,KY,Kentucky,0,G4000,A,1.02E+11,2384223544,37.5336844,-85.2929801,24,25,state,,73253.53751,73116.168,73034.58506,72927.19598,72800.16691,72670.81486,72503.91538,72342.83626,72155.60481,72039.29949,71941.04224,71921.37545,71883.66514,71855.51505,71858.48072,71931.00088,72019.76942,72044.40129,71990.05134,71861.22173,71708.72759,71545.51524,71323.1669,71052.1586,70637.14341,70211.99416,69793.50431,69503.50598,69261.08211,69060.15164,68881.47688,68714.17304,68551.59976,68385.44143,68300.50149,68245.32141,68242.67554,68329.08692,68540.64767,68810.08138,69103.23626,69277.30205,69402.53588,69238.41962,69035.14074,68764.23596,68566.94119,68394.96999,68188.20985,67952.0019,67723.88248,67617.16282,67750.54414,68085.754,68366.2071,68737.8953,68984.71529,69331.64851,69460.62547,69585.25668,69590.77865,69588.93811,69465.22639,69544.85982,69859.4356,70353.92733,70805.18878,71059.91973,71141.97994,71058.21241,70988.41872,71056.80623,71106.97444,71103.78158,71175.00766,71476.8281,71871.80715,72155.34986,72373.29502,72694.56296,73099.55323,73534.44154,73731.7115,73942.49735,74207.80072,74602.34805,74807.0521,74974.28322,75202.33637,75685.57691,75982.68578,76242.1074,76457.75489,76834.57109,77257.53136,77643.19831,78015.87279,78358.91352,78675.4557,78995.18523,79295.77645,79557.07962,79920.44681,80358.02966,80980.87554,81516.92574,81917.91912,82184.44964,82627.7941,83408.19801,84442.0273,85325.84829,85879.5705,86144.73205,86607.09805,87162.3722,87761.39964,87991.75398,88285.2604,88595.64056,88952.6927,89298.41844,89733.14859,90197.81878,90553.49866,90842.39775,91199.57394,91572.95763,91847.62436,92219.20116,92740.09606,93394.21678,94190.31911,94985.4547,95815.58303,96468.67742,96979.91014,97376.77185,97948.49321,98989.97489,100638.1799,102570.7463,104668.2632,106539.1475,108078.9455,109519.1247,111103.8691,112744.443,114319.8939,115922.9109,117291.0312,118229.5034,118488.4937,118911.7596,119661.7875,120777.2192,122363.16,124194.2904,126236.0003,128073.2469,129720.294,131513.8933,132934.8005,133722.8648,133818.6616,133990.6206,134456.0277,134922.4615,134965.5192,134916.8873,135363.7532,136559.0597,138081.5167,139385.5968,140399.1358,141187.268,141947.0294,142665.9748,143548.0655,144345.8287,144973.6728,145721.4522,146871.3396,148404.8752,149738.0204,150794.9956,151526.7671,152174.1113,152378.023,152603.4659,152879.9906,153866.6136,155391.8213,157049.1123
9,0,78,1802710,78,0400000US78,VI,United States Virgin Islands,0,G4000,A,348021909,1550236187,18.3392359,-64.9500433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,69,1779809,69,0400000US69,MP,Commonwealth of the Northern Mariana Islands,0,G4000,A,472292520,4644252458,15.0010865,145.6181702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,66,1802705,66,0400000US66,GU,Guam,0,G4000,A,543555846,934337453,13.4382885,144.7729494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,23,1779787,23,0400000US23,ME,Maine,0,G4000,A,79888284131,11745177995,45.4092843,-68.666616,28,42,state,,159853.9167,159155.4542,158421.2056,157617.4217,155919.5689,154371.016,152711.0875,151920.023,151332.2766,150958.9474,150523.0436,150281.2995,150046.0217,149957.259,150231.0788,151018.5191,151835.7009,151767.662,150984.5176,149925.0087,149078.9178,148196.268,147164.4759,146042.5425,145605.8202,145720.2185,146107.6842,146071.9652,145858.0715,145726.6478,145647.6544,145510.1056,145179.3376,144856.7655,144533.3616,144223.9313,143744.8022,143245.9866,142831.5832,142797.5116,142919.625,143218.472,143477.7662,143388.0958,143292.9016,143074.1226,143177.6315,143171.8958,143144.0781,143198.5292,143217.2028,143637.7663,144222.5689,145024.4845,145645.4687,146111.1843,146646.5103,147096.1398,147479.4793,147686.6129,147762.0272,147845.5729,147933.8432,148213.3443,148880.0572,149599.1256,150339.7174,150650.5235,150843.2344,150721.1272,150568.1845,150489.1674,150446.7411,150640.0791,150782.726,151249.9949,151819.9319,152618.6615,153514.8276,154405.2596,155338.3657,156350.4037,157138.3087,157705.1059,158067.7067,158618.1348,159020.58,159667.2968,160481.627,161733.6462,162711.9255,163553.2077,164379.5575,165356.5262,166580.3358,167795.1548,168783.0431,169542.3354,170314.9619,171438.9812,172674.7479,174095.5844,175523.1991,176831.5175,177665.9576,178269.8073,178931.6066,179723.7263,180626.9128,181362.7296,182420.6997,183631.7503,185005.1581,186210.9017,187599.6162,189114.6656,190440.7155,191163.1902,191661.6377,192139.4535,192651.4575,193146.5815,193849.2678,194631.252,195176.2262,195655.9134,196319.8105,197361.3691,198313.0207,199347.0784,200562.8477,201810.1932,203245.1132,204887.4207,206933.8288,208955.5469,210446.3493,211575.2892,212939.8198,215200.5753,218540.3142,222616.2457,227174.2837,231869.0603,236274.2851,240588.6652,245089.6752,250132.8919,255792.0047,261876.7726,267095.0469,270363.8743,271486.6884,271873.5261,272850.1651,274521.5933,277879.4881,282808.0429,289298.0599,296409.5263,303077.1017,308479.849,310993.6555,310547.141,308658.8011,307172.3984,306999.1742,307690.844,308524.0007,309379.3858,310874.8066,313998.0841,318174.4127,322815.8759,326699.5634,330235.7444,333336.8252,335928.5017,337707.0877,338636.6693,339085.1512,339811.1307,341319.4418,343192.3174,344575.0866,344902.1251,345119.1134,345914.0878,347175.5629,348261.5525,348534.469,348779.0724,348789.5651,349147.9864
1,2,36,1779796,36,0400000US36,NY,New York,0,G4000,A,1.22E+11,19256833049,42.9133974,-75.5962723,43,3,state,,177525.7708,176912.6078,176414.8769,175990.3227,175532.1715,174985.8514,174432.7593,173876.6726,173405.4939,173074.6189,172889.166,172824.8411,172721.3208,172730.3453,172840.9106,173221.8166,173650.1268,174106.457,174402.3361,174367.2309,173990.2557,173270.6373,172508.7266,171806.4085,171290.1864,170907.7409,170608.879,170257.8242,169833.0615,169241.4883,168688.8601,168234.7256,167865.8733,167499.6171,167094.9285,166763.1696,166490.7305,166484.4382,166757.5327,167057.2882,167200.9732,167077.1773,166878.3304,166498.1837,166325.3208,166206.4112,166206.9638,166111.5905,166126.5003,166322.8065,166622.5293,167117.287,167724.7756,168403.3671,168802.3064,169058.6302,169208.4908,169558.7153,169834.4487,170064.0452,170167.322,170372.7849,170729.2037,171251.6541,171969.5114,172444.957,172752.5827,172759.5303,172817.9054,172755.9141,172781.0889,172965.7226,173105.0962,173252.4172,173295.9604,173634.9448,174030.7955,174478.689,174986.4408,175781.5943,176749.2379,177767.3806,178362.4511,178767.2698,178961.1661,179283.1028,179433.7704,179760.4236,180193.8617,180979.5397,181593.945,182198.1183,182727.0231,183366.3909,184116.8479,185072.7984,185892.4522,186538.0215,186889.493,187538.6372,188312.9252,189191.0825,190156.4077,191102.5026,191993.6397,192777.1728,193446.754,194080.1357,194645.0348,195060.12,195799.6846,196589.0488,197640.8271,198604.2434,199892.2284,201275.6123,202537.7146,203235.1924,203772.7881,204140.9321,204755.3431,205376.9411,206221.706,206930.7213,207488.4616,208169.2191,209003.2268,209963.3247,210672.3831,211446.8593,212531.5998,213733.5517,215438.8959,216877.9717,218121.391,218886.1866,219356.9329,219751.9898,220170.193,221332.294,223739.481,226994.4338,230910.5914,234783.5788,238167.4313,241510.6647,244739.4481,248098.9625,251837.1715,255821.1799,259410.7796,261666.6782,262568.2813,263284.0087,264304.946,265766.055,268063.509,270955.65,274607.9118,278604.6547,282530.2832,286602.723,289338.6276,290519.2281,290107.1256,289538.7877,289414.8441,289588.1922,289844.5901,290302.8671,291298.0333,293076.6598,295241.099,297907.8812,300489.8464,302970.2747,304811.5951,306255.0331,307528.9551,308654.5576,309677.5371,310723.2477,312550.0926,314878.7699,317234.3463,318961.1044,320384.9913,321980.6398,323424.3882,324709.0265,325622.6765,326809.799,327615.0936,328736.7793
4,8,32,1779793,32,0400000US32,NV,Nevada,0,G4000,A,2.85E+11,1839880833,39.3310928,-116.6151469,42,32,state,,138960.8152,135087.582,131284.5715,127446.9254,122789.7122,117882.943,112957.5634,109012.287,105854.5186,103737.6797,102138.1715,100630.3057,99477.46973,98526.67854,97786.0483,96959.68317,96074.96982,95530.81477,94920.46406,94315.61936,93483.42693,92768.52663,92274.34904,91711.83819,90754.26073,89499.35924,88133.98772,86723.92269,85655.07068,84387.85627,83408.65011,82113.57821,81282.92883,80624.25126,80120.00465,79645.56838,79435.84074,79290.0051,78997.98583,78511.93886,78394.69959,79013.92989,80157.77407,81510.5357,82990.30517,84464.56955,86057.08813,87559.64757,89201.21085,90897.6668,92890.79331,95336.13158,98426.76941,102011.7323,105576.9474,108724.9834,111504.6635,113918.2691,115896.7819,117159.8439,117887.9257,118661.695,119503.6702,120719.4954,121994.4871,123488.5973,124738.0006,125548.5359,126083.431,126480.8521,127311.4713,128111.8025,128928.2811,129428.8076,129960.7023,130675.6768,131716.4482,133074.5241,134500.2429,135712.0886,136796.0497,137779.679,138853.1954,139840.6182,140787.3704,141800.7271,142737.7684,143893.6561,144831.5151,145834.8967,146412.628,146836.865,147339.5648,148074.3004,149180.9355,150410.1299,151918.9049,153738.6685,155733.5178,157810.5203,159728.5122,161874.6546,164254.5075,166897.0804,169699.8798,172667.1945,175670.4234,178635.3123,181311.0408,183924.5581,186652.6167,189342.3336,192110.9617,194770.4819,197882.3768,201093.4662,204113.6936,206554.3308,208567.0335,210223.0597,211544.9885,212744.107,213561.4304,214279.6661,214511.7031,214963.974,215275.5283,215677.8571,215730.1534,215786.7033,216064.994,216612.8258,218544.8313,221167.3782,224130.4785,226179.9318,227086.6092,226747.8652,225654.8444,224691.0993,224658.5569,225366.1866,226988.1161,229246.9154,231631.4473,234121.5081,237030.5057,240542.1665,245043.986,250741.3697,257060.1483,262945.9725,267641.8705,271799.1439,276175.2636,280646.8341,285959.7972,292105.3262,299579.5347,307424.7236,314774.9993,320978.2603,324728.2402,325432.4829,323150.8719,319529.7175,315193.5369,310725.6601,305873.8579,301693.7467,298513.5111,296880.2822,296191.0568,296536.618,297531.5599,299315.822,301058.4519,302589.0532,303899.2759,305043.4201,305902.5578,306389.6185,306852.0111,307726.6225,308749.0905,309745.5325,310677.7149,311574.3829,312261.6555,312789.8665,313432.0279,314436.8522,315256.3342,315421.7414
4,9,2,1785533,2,0400000US02,AK,Alaska,0,G4000,A,1.48E+12,2.45E+11,63.347356,-152.8397334,3,48,state,,194030.0637,194290.9053,194753.9412,195002.6801,194580.3501,194127.7636,193403.4634,192552.558,191824.7483,191450.1636,191695.7795,192054.1316,192736.8791,192965.7352,193201.6762,193374.0842,193848.2939,194073.7319,194351.3527,194665.4618,194751.5501,194504.0842,193821.5348,193474.7629,193128.6578,192898.288,192417.0989,191742.5048,191103.5575,190756.267,190683.3679,190752.9846,190693.1819,190597.1613,190512.2159,190657.0257,191067.5425,191295.5707,191772.1923,192462.9151,193718.3254,195165.0907,196486.5037,197453.2597,198954.4727,199739.5333,200762.7649,200633.691,200396.917,199623.9657,198922.3861,199115.7935,199641.3131,200625.8883,201585.552,202525.8979,204164.384,205081.2481,205938.0331,205440.6187,204519.5475,203356.9526,202655.8241,203012.5235,204247.6279,204901.7886,205574.4731,205937.2692,207340.0204,208071.9326,208900.1402,209264.3309,209615.3027,209193.4451,208389.8209,208294.3221,208806.9209,209553.4752,210374.9132,211533.8868,213295.9333,214543.1888,215341.7784,215713.5756,216069.7493,216209.626,215855.7285,216021.5663,216534.0389,217399.625,217770.272,217892.0765,218317.2317,218364.8348,218296.4311,217997.8631,218045.5325,217747.0925,216936.8697,216239.2134,215927.761,216174.9302,216678.9775,217485.3149,218311.2501,218860.3719,219120.2961,219082.6768,219653.3133,220639.8791,221959.0973,222865.5814,223327.1616,223084.2486,222927.451,222793.2074,223298.8534,223209.6724,222886.3176,222040.6433,222710.1421,224788.5774,227323.1925,228915.9721,229236.3862,229145.8947,228729.1491,228250.6837,227893.1987,227654.7722,227888.5099,228280.1315,229319.6345,230535.1975,231875.1863,232521.4556,232169.8324,231248.4445,230396.6724,230079.8032,230212.4822,229747.9065,229353.5152,228991.2609,229164.1981,229266.5348,229258.6735,229588.9648,230758.2318,232633.1684,235555.4532,238416.1864,241437.1266,243642.4556,245218.75,246470.3271,247226.5327,247613.2621,247869.017,248828.2972,250486.5051,252074.3907,253029.0613,253443.4103,253316.8563,252954.078,252308.8712,251429.9028,250590.0708,250136.782,250050.7836,250285.3612,250821.5103,252355.4871,253841.0278,255653.3141,256230.3195,256511.7966,256074.7072,255860.5493,256375.4884,257124.8694,257798.2047,257692.3996,257474.466,257448.9229,257498.1714,257634.584,257939.0405,258588.4974,259163.0227,259969.0622,260654.4411,261252.1825
9,0,60,1802701,60,0400000US60,AS,American Samoa,0,G4000,A,197759067,1307243751,-14.267159,-170.6682674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,26,1779789,26,0400000US26,MI,Michigan,0,G4000,A,1.47E+11,1.04E+11,44.8441768,-85.6604907,30,9,state,,73599.83539,72268.94378,70979.4752,69883.78859,68933.12636,68013.41459,67148.9662,66253.67517,65411.20927,64507.90776,63689.62403,62940.25341,62360.66592,61807.19582,61390.7756,61079.51767,60902.8289,60757.74692,60491.28582,60103.54842,59571.41546,59003.8676,58400.90727,57822.00243,57188.78579,56614.54375,56077.48454,55625.54261,55222.28265,54851.2455,54585.19276,54407.5432,54328.91218,54250.50871,54150.12059,54043.45737,53957.78197,53994.45362,54140.47705,54405.36682,54775.14019,55281.67965,55924.2025,56502.17456,57174.2055,57792.92443,58425.27853,58888.33819,59369.8973,59881.52432,60610.75231,61533.86208,62717.28831,63954.31025,65152.23424,66403.61283,67645.79109,68900.91211,69808.48115,70611.35707,71289.29015,72089.66574,72834.37318,73754.4545,74727.52451,75701.62872,76577.43352,77228.71588,77732.18701,77975.02321,78295.55627,78661.4987,79131.55516,79596.95926,80223.39951,80974.94736,81747.1521,82385.63126,82951.21471,83556.40195,84154.88173,84675.91147,85055.27444,85498.31846,86205.80127,87018.10354,87675.62579,88276.54833,88853.89625,89558.79438,90042.38699,90535.95051,91049.46522,91696.16665,92474.3039,93326.4791,94259.83033,95138.8787,96046.52124,96915.21604,97814.48533,98684.03742,99515.14537,100274.5311,100951.6962,101688.5422,102550.3259,103520.9303,104574.7616,105604.85,106790.2346,107895.9902,108970.9055,109810.8133,110670.3713,111412.5456,112115.1733,112528.2331,112948.898,113464.6678,114274.1558,115241.765,116238.1644,117042.8643,117651.7326,118067.897,118295.157,118415.0738,118435.9569,118728.1736,119256.1095,119888.016,120737.1859,121813.7717,123041.0183,124053.736,124473.6184,124516.5922,124533.1621,125051.3722,126283.1638,127993.452,130090.6784,132175.1515,134226.8544,136361.4049,138679.1306,141089.7584,143570.6137,146108.0954,148065.134,149167.0597,149477.7567,149753.4719,150256.0976,151045.8381,152517.4796,154775.5205,157541.4157,160348.3557,162633.5646,164611.7053,165589.4064,165657.0532,164998.6819,164582.8668,164438.7917,164364.5833,164011.8773,163846.0703,164030.092,164762.5482,165937.3859,167394.1477,168902.3455,170351.5133,171665.9776,172875.9715,173839.1076,174461.4082,174906.2466,175639.3852,176961.2911,178563.8149,179722.2595,180379.5967,180662.1688,180959.2037,181177.5751,181522.443,181935.4474,182732.1527,183541.5432,184270.4515
